narasi;Label
"Masyarakat menganggap metode menusuk ujung jari tangan dengan jarum dapat menangani gejala stroke. Namun, menurut spesialis saraf FK Unika Atma Jaya, Dr. Yuda Turana, hal itu tidaklah benar. Bahkan respons nyeri akibat tusukan jarum dapat meninggikan tekanan darah yang berisiko memperburuk strokenya, ujarnya dikutip dari Antara, Minggu 25 Februari 2018. Yuda menyarankan agar pertolongan pertama dilarikan ke rumah sakit agar segera mendapat pertolongan. Pernyataan itu juga dibenarkan spesialis Jantung Rumah Sakit Harapan Kita, dr. Dicky Armein Hanafy. menurutnya, metode tusuk jari tidak ada gunanya sama sekali. Bahkan ada risiko yang lain jika jarumnya tidak steril atau bersih. Stroke muncul karena pembuluh darah tersumbat di otak. Sejumlah tandanya bisa dilihat, seperti sakit kepala tiba-tiba yang parah, lemah, mati rasa, masalah penglihatan, kebingunan, sulit bicara, dan lainnya. Melansir laman Medical Daily, ada beberapa cara yang bisa mencegah penyakit tersebut, salah satunya dengan gaya hidup yang sehat. Anda harus mulai berhenti merokok, rajin berolahraga, menjaga berat badan karena berhubungan dengan diabetes, dan mengontrol makanan.";True
"DokterSehat.Com Stroke merupakan penyakit saraf yang paling sering mengakibatkan cacat dan kematian. Disamping menduduki peringkat utama diantara segolongan penyakit saraf yang mengakibatkan kematian, stroke juga merupakan salah satu dari tiga penyebab utama kematian pada umumnya Dari berbagai fakta tersebut menunjukkan bahwa sampai saat ini, stroke masih merupakan masalah utama di bidang neurologi maupun kesehatan pada umumnya. Untik mengatasi masalah krusial ini, diperlukan strategi penanggulangan stroke yang menbcakup aspek preventif, terapi rahabilitasi, dan promotif. Sebenarnya kasus stroke sudah terjadi sejak dahulu, Hal ini dibuktikan dengan adanya pertolongan pertama pada kasus stroke berdasarkan pengobatan tradisional Cina dengan teknik akupunktur, namun teknik ini pernah terlupakan, sehingga dampak yang ditimbulkan menjadi semakin besar. Sebagaimana diketahui, orang yang mendapat serangan STROKE, seluruh darah di tubuh akan mengalir sangat kencang menuju pembuluh darah di otak. Apabila kegiatan pertolongan diberikan terlambatsedikit saja, maka pembuluh darah pada otak tidak akan kuat menahan aliran darah yang mengalir dengan deras dan akan segera pecah sedikit demi sedikit. Berikut pertolongan pertama yang dapat dilakukan Jangan dipindahkan Jika anda memindahkan penderita dari tempat asal/ tempat semula itu akan membuat kemungkinan pecahnya pembuluh darah halus dalam otak akan semakin cepat terjadi dan tentunya ini akan beresiko. Cukup bantu penderita mengambil posisi untuk duduk supaya tidak terjatuh lagi. Tarik-tarik dan tusuk daun telinga Apabila mulut penderita terlihat kurang normal, anda mungkin harus mencoba menarik-narik kedua telinga penderita tersebut hingga terlihat agak kemerahan. Kemudian, lakukan 2 kali tusukan pada ujung bawah telinga dengan jarum kecil yang sudah disterilkan sehingga darah menetes 2 kali dari dari masing masing daun telinga. Dalam beberapa menit mulut penderita akan kembali normal. Tusuk ujung-ujung jari dengan jarum Dianjurkan menggunakan jarum suntik. Tetapi jika tidak ada maka anda bisa menggunakan jarum lain yang tidak terlalu besar (ex: jarum jahit, jarum pentul) dan tentunya harus dalam kondisi steril dengan cara dibakar. Titik yang harus ditusuk adalah sekitar 1 mm dari ujung kuku. Usahakan agar setidaknya darah bisa menetes sedikit atau 1 tetes cukup. Jika tidak bisa, tekan jari jari tersebut. Dalam jangka waktu sekitar 10 menit, penderita akan sadar kembali. Cari pertolongan medis saat kondisi penderita mulai pulih kembali, segeralah cari pertolongan medis. Bawalah penderita ke dokter terdekat atau rumah sakit terdekat untuk mendapatkan tindakan yang lebih lanjut. Ingat, sebelum 6 jam sejak dihitung sejak serangan, penderita stroke sudah harus mendapat pertolongan medis. Sekian beberapa informasi dan tips tentang Pertolongan Pertama Pada Penderita Stroke, semoga anda dapat memberikan pertolongan pada orang disekitar anda dan membantu menyelamatkan satu nyawa manusia. Silakan tinggalkan pendapat Anda Di bawah ini!";False
"PROKAL.CO, Mungkin Anda pernah membaca artikel atau sekadar pesan berantai soal pertolongan pertama penderita stroke dengan menusukkan jarum ke ujung jari hingga berdarah. Jangan menelan mentah informasi ini dan melakukannya. Diterangkan dr Astried Indrasari SpPD, kabar tersebut hanya hoax dan tidak terbukti kebenarannya. Tidak ada pertolongan pertama mencegah stroke dengan menusuk jari pasien. Pertolongan tepat adalah segera mengangkat secara berhati-hati dan membawa penderita ke rumah sakit agar mendapatkan terapi yang tepat, tegasnya. Pasien harus mendapat terapi yang tepat untuk meminimalisasi risiko stroke. Bila penyebab pasien pingsan karena adanya sumbatan, maka dibantu untuk melancarkan pembuluh darah yang tersumbat. Sedangkan bila karena ada pembuluh darah yang pecah, maka dicegah agar pembuluh darah yang pecah tidak semakin besar, ujarnya. Dokter Rumah Sakit Umum Daerah (RSUD) Abdul Wahab Sjahranie (AWS) tersebut mengatakan, bila ingin mencegah terjadinya stroke maka Anda harus melakukan pencegahan sebelum mengalami penyumbatan ataupun pecahnya pembuluh darah. Kebanyakan orang tidak mencegah sejak awal, tetapi kalau sudah kejadian baru khawatir dan kebingungan, terangnya. Bila sudah pembuluh darah tersumbat ataupun pecah, maka aliran darah di tubuh akan mati, sehingga seseorang mengalami hilang keseimbangan. Tak ada pencegahan stroke, yang hanyalah terapi agar sumbatan dan pecahnya pembuluh darah tidak semakin parah. Karena kalau dibiarkan, bisa mengancam nyawa pasien,";True
"Pertolongan Pertama Tusuk Jarum Untuk Penderita Stroke? Mencurigakan Kita sering mendengar tersebar pesan berantai tentang Pertolongan Pertama pada penderita stroke adalah dengan cara menusuk jarum di beberapa titik dari ujung jari sampai ke telinga. Beberapa website dari internet mengatakan bahwa berita ini adalah hoax belaka. Mengapa? Karena stroke disebabkan oleh pecahnya pembuluh darah di otak. Darah yang keluar justru bisa menekan jaringan otak disekitarnya sehingga jaringan tersebut terganggu fungsinya. Seorang ahli medis dr. Devika Y, dalam website aladokter.com  mengatakan bahwa penusukan jari dengan jarum pada penderita stroke tidak ada manfaatnya. Penusukan dengan jarum justru bisa menimbulkan resiko infeksi apabila jarum yang dipakai tidak steril. Pertolongan pertama yang perlu kita lakukan apabila ada orang stroke adalah Bawa pasien ke tempat yang aman Posisikan orang tersebut dalam keadaan tubuh menghadap ke sisi kiri Segera hubungi rumah sakit terdekat dan minta ambulans untuk datang ke lokasi Atau Anda bisa langsung mengantar orang tersebut ke rumah sakit Semakin cepat stroke ditangani akan semakin baik pula hasilnya Penanganan selanjutnya akan dilakukan oleh tim medis di rumah sakit Jadi, kalau ada orang stroke di dekat kita, jangan ragu untuk segera membawanya ke rumah sakit terdekat agar di tangani oleh ahlinya.";False
"Stroke termasuk penyakit yang harus ditangani sesegera mungkin Jika tidak harapan pasien untuk sembuh akan semakin kecil Otak pasien dapat rusak bahkan bisa berujung pada kematian Karena itu pertolongan pertama untuk stroke perlu dilakukan dengan hati-hati Salah penanganan akibatnya bisa fatal Ada yang mengatakan stroke dapat diatasi dengan menusukkan jarum ke ujung jari Faktanya ini sangatlah keliru Bila jarum tersebut tidak steril maka bisa menimbulkan infeksi (seperti tetanus) Apalagi jika orang tersebut memiliki diabetes Salah satu faktor risiko stroke adalah diabetes Artinya pasien diabetes lebih rentan mengalami infeksi dan fase penyembuhannya juga lebih lama Selain itu pada pasien stroke penyumbatan atau perdarahan terjadi pada pembuluh darah di otak bukan di jari Secara anatomis letak jari pun jauh dengan otak sehingga menusukkan jarum tidak akan membantu Hal yang terpenting dalam menangani stroke adalah dengan mengenali gejalanya Gejala-gejala yang perlu diwaspadai adalah cara bicara tidak jelas kelumpuhan tiba-tiba sulit berjalan pingsan hingga kehilangan kesadaran Segera bawa ke rumah sakit jika melihat gejala-gejala di atas terutama dalam tiga jam pertama yang disebut masa periode emas Pada masa tersebut pasien masih sangat mungkin untuk terhindar dari stroke (bila langsung ditangani dengan benar) Kondisi stroke yang lebih berat juga dapat dicegah Karena itu hindari melakukan tindakan apa pun sebagai pertolongan pertama termasuk menusukkan jarum ke jari Segeralah bawa ke rumah sakit sebelum terlambat";False
"ADA beberapa mitos mengenai pencegahan penyakit stroke yaitu menusukkan jarum dr Frandy Susatia SpS mengatakan bahwa mitos tersebut merupakan hal yang justru bisa membahayakan diri sendiri Apalagi jika yang melakukannya juga menderita diabetes Tidak benar kalau untuk mencegah stroke dengan menusukkan jarum Itu cuma mitos katanya di Jakarta baru-baru ini Selain menusukkan jarum mitos lainnya adalah mengguyur kulit saat kepanasan Namun lagi-lagi dokter yang praktek di RS Siloam Kebon Jeruk itu menyangkalnya Tidak benar Kalau kepanasan pembuluh darahnya akan menyebar tapi akan normal lagi ketika panas itu berkurang Hanya pingsan tapi tidak stroke karena pembuluh darahnya sedang uploading tutupnya";True
"Stroke merupakan salah satu penyakit yang mengintai pasca lebaran Hal ini dikarenakan tidak terjaganya pola makan dengan menu yang tinggi garam dan lemak sehingga membuat tekanan darah meninggi secara tiba-tiba Ada dua jenis stroke yang bisa terjadi yakni stroke ringan dan stroke berat Stroke ringan terjadi karena penyumbatan pembuluh darah di otak Gejala utamanya adalah bicara cadel bibir miring dan satu sisi bagian tubuh terasa lemas dan tak bisa digerakkan Sementara stroke berat terjadi karena adanya perdarahan akibat pecahnya pembuluh darah di otak Stroke berat bisa mengakibatkan pengidapnya tak sadarkan diri pingsan hingga meninggal dunia dr Rocksy Fransisca SpS dari RS Siloam mengatakan pertolongan pertama bagi pasien stroke adalah membaringkan tubuhnya Hal ini dimaksudkan agar metabolisme tubuh melambat dan tidak meningkat Selanjutnya beri bantal di bawah kepala dengan kemiringan 30 derajat Setelah itu segera bawa pasien ke rumah sakit untuk mendapat pemeriksaan lanjutan karena golden periode penanganan stroke adalah 3 sampai 6 jam dari terjadinya serangan Risiko sudah pasti kecacatan permanen yang nggak bisa diperbaiki lagi apalagi kalau sumbatan Tapi kalau perdarahan memang sudah rusak kalau sumbatan lewat dari golden period nah itu akan (menyebabkan) kecacatan permanen walaupun sudah dilakukan tindakan tutur dr Muhammad Rhadian Arief SpBS dari RS Medistra Hindari menusukkan jarum ke jari tangan karena dokter menyebut tidak ada manfaatnya Menusuk jarum ke jari tangan tidak bermanfaat bagi pasien dan justru malah memperlambat pasien mendapat pertolongan pertama yang dibutuhkan Tidaklah benar kita menusuk telinga atau jari sampai berdarah-darah sehingga stroke-nya menjadi hilang kata dr Frandy Susatia SpS dari RS Siloam Kebon Jeruk dalam perbincangan dengan detikHealth baru-baru ini";True
"iPhone 6 Plus dikeluhkan sejumlah pengguna memiliki kelemahan mudah melengkung bila terlalu lama disimpan di saku celana. Apple dinilai melakukan kesalahan besar dengan memilih material campuran metal-aluminium alloy yang tidak terlalu solid sebagai bahan dasar rangka iPhone 6 Plus. Atas kelemahannya itu, smartphone anyar Apple berlayar jumbo 5,5 inci itu kini dilaporkan menjadi bahan olok-olokan di berbagai media sosial. Sejumlah kompetitor Apple pun tak menyia-nyiakan kesempatan ini untuk menghajar Apple. Menurut yang dilansir laman Business Insider, Kamis (25/9/2014), hashtag #bendgate, atau yang bisa ditafsirkan sebagai 'skandal melengkung' iPhone 6 Plus menjadi topik hangat di sejumlah media sosial. Banyak pengguna Twitter, Path, serta jejaring sosial berbagai foto lainnya yang mengejek kelemahan iPhone 6 Plus itu. Contohnya seperti yang dilakukan oleh akun Twitter resmi brand makanan ringan @KitKat. Brand yang memang menjalin kerjasama dengan Google ini mem-posting sebuah foto yang menyindir betapa ringkihnya rangka handset iPhone 6. Mereka juga berkicau, Kami tidak melengkung, kami #patah. #bendgate #iPhone6plus.";True
"iPhone 6 Plus melengkung jadi bahan ejekan di dunia maya. Kasus melengkungnya iPhone 6 Plus setelah digunakan beberapa waktu oleh pengguna, belakangan ini semakin populer. Setelah sebuah channel Youtube Unbox Therapy melakukan pengujian, bodi iPhone 6 Plus memang tidak terlalu kuat dan bisa mengalami lengkungan yang cukup signifikan. Tak pelak, hal ini menjadi gunjingan di media sosial. Tak lupa juga para kompetitor yang turut mengejek kekurangan iPhone 6 yang terbilang fatal ini. Di Twitter, topik dengan hashtag #BendGate masih cukup menjadi perbincangan. Hashtag yang bisa diartkan sebagai skandal melengkung tersebut merupakan bentuk sindiran terhadap kelemahan Apple iPhone 6. Banyak pengguna yang mengunggah foto-foto berupa ejekan terhadap iPhone 6 Plus. Menariknya, ada seorang pengguna yang menyatakan bahwa iPhone 6 melengkung bukanlah sebuah bug atau kesalahan, tetapi merupakan fitur agar pengguna bisa melihat dengan sudut yang lebih baik di iPhone. Tentu saja, gambar diatas memang bukanlah fitur resmi dari iPhone 6, melainkan hanya sindiran untuk masalah desain yang dialami oleh Apple. Tak kalah menarik, akun Twitter resmi perusahaan @KitKat juga turut memposting gambar yang menarik, memperlihatkan cokelat patah, dan mengatakan Kami tidak melengkung, kami #patah. #bendgate #iPhone6plus. Gambar dari perusahaan yang bekerja sama dengan Google ini tentu saja mengundang reaksi beragam dari para pengguna sosial media tersebut yang kebanyakan turut mencibir iPhone 6. Tak hanya itu, perusahaan-perusahaan lain seperti HTC, Nokia, dan Samsung pun turut memberikan ejekannya dengan hashtag #bendgate. LG USA Mobile melalui akun Twitter @LGUSAMobile juga turut berkicau Our phone doesn�t bend, it flexes�on purpose. #bendgate . Ponsel kami tidak melengkung, tetapi felxibel. Sementara Samsung menyindir Apple melalui perangkat teranyar Galaxy Note Edge yang memiliki layar curved.";True
"iPhone 6 dan iPhone 6 Plus beberapa waktu lalu dikabarkan mudah melengkung atau bengkok, dan hal ini menjadi bahan ejekan bagi para pesaingnya, yakni BlackBerry dan LG. Penjualan tinggi iPhone 6 dan iPhone 6 Plus tampaknya diganggu dengan kabar kekuatan bodinya yang yang dapat dengan mudah dibengkokkan, terutama di arean sekitar tombol volume. Beberapa pengguna iPhone 6 dan iPhone 6 Plus melalui beberapa forum di internet yang mengeluhkan smartphone miliknya bengkok atau melengkung ketika dimasikkan dalam saku. Kabar ini diperparah dengan diunggahnya video yang membuktikan bahwa smartphone teranyar Apple tersebut memang mudah bengkok, bahkan hanya dengan menggunakan tangan kosong. LG belum lama ini memanfaatkan kabar tersebut sebagai bahan ejekan untuk menyerang dua iPhone 6 dan iPhone 6 Plus melalui akun Twitter resminya dengan menggunakan hashtag #bendgate. LG juga menampilkan smartphone LG G Flex yang memang memiliki fitur layar melengkung sebagai pembanding dan mengatakan Ponsel kami melengkung sebelum itu menjadi tren. Seperti yang kita ketahui, LG G Flex memang salah satu smartphone yang dilengkapi dengan layar dan bodi yang melengkung. Tak hanya itu, Lg G Flex juga memiliki kelenturan yang cukup baik untuk mengakomodasi tekanana ketika disimpan di saku. Casing belakang smartphone unik ini juga dilengkapi dengan teknologi self-healing yang mampu menghilangkan goresan. BlackBerry yang baru saja merilis smartphone canggih Passport ini juga tak mau kalah dengan meluncurkan serangan terhadap kasus mudah melengkungnya iPhone 6 dan iPhone 6 Plus. John Chen, CEO BlackBerry menantang siapa saja untuk menekuk BlackBerry Passport yang terbuat dari plastik dan stainless steel. John Chen menambahkan bahwa Passport tak akan mudah ditekuk atau dibengkokkan Seperti yang dilansir dari Phone Arena (24/09/2014), hingga kini belum ada tanggapan atau respon dari Apple terkait masalah melengkungnya iPhone 6 dan iPhone 6 Plus yang saat ini ramai diperbincangkan.";True
